"rank"	"DPName"	"dpID"	"DPNumber"	"table"	"tableDescription"	"fieldName"	"description"	"dataType"	"units"	"pubFormat"	"exampleEntry"	"inputs"	"source"	"timeIndex"	"timeDescription"	"spatialIndex"	"spatialDescription"	"horIndex"	"horDescription"	"vertIndex"	"vertDescription"	"downloadPkg"	"dataCategory"	"sampleInfo"
"12"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"rangeNAQM"	"Quality metric that summarizes when the range test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"13"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"persistenceFailQM"	"Quality metric that summarizes the failed outcomes of the persistence test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"14"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"persistencePassQM"	"Quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"15"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"persistenceNAQM"	"Quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"16"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"stepFailQM"	"Quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"17"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"stepPassQM"	"Quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"18"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"stepNAQM"	"Quality metric that summarizes when the step test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"19"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"nullFailQM"	"Quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"20"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"nullPassQM"	"Quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"21"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"nullNAQM"	"Quality metric that summarizes when the null test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"22"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"gapFailQM"	"Quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"23"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"gapPassQM"	"Quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"24"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"gapNAQM"	"Quality metric that summarizes when the gap test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"25"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"spikeFailQM"	"Quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"26"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"spikePassQM"	"Quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"27"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"spikeNAQM"	"Quality metric that summarizes when the spike test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"28"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"consistencyFailQM"	"Quality metric that summarizes the failed outcomes of the consistency test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"29"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"consistencyPassQM"	"Quality metric that summarizes the passed outcomes of the consistency test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"30"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"consistencyNAQM"	"Quality metric that summarizes when the consistency test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"31"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"alphaQM"	"Quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"32"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"betaQM"	"Quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"33"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_5_minute"	"IR Biological Temperature averaged over 5 minute"	"finalQF"	"Quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)"	"real"	"NA"	"asIs"	"NA"	"NA"	"NA"	"5"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"1"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"startDateTime"	"Date and time at which a sampling is initiated"	"dateTime"	"NA"	"yyyy-MM-dd'T'HH:mm:ss'Z'(floor)"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"2"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"endDateTime"	"Date and time at which a sampling is completed"	"dateTime"	"NA"	"yyyy-MM-dd'T'HH:mm:ss'Z'(floor)"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"3"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"inPARMean"	"Arithmetic mean of incoming PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"4"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"inPARMinimum"	"Minimum incoming PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"5"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"inPARMaximum"	"Maximum incoming PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"6"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"inPARVariance"	"Variance in incoming PAR"	"real"	"wattsPerSquareMeterSquared"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"7"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"inPARNumPts"	"Number of points used to calculate the arithmetic mean of incoming PAR"	"real"	"number"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"8"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"inPARExpUncert"	"Expanded uncertainty for incoming PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"9"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"inPARStdErMean"	"Standard error of the mean for incoming PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"10"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"rangeFailQM"	"Quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"11"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"rangePassQM"	"Quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"12"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"rangeNAQM"	"Quality metric that summarizes when the range test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"13"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"persistenceFailQM"	"Quality metric that summarizes the failed outcomes of the persistence test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"14"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"persistencePassQM"	"Quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"15"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"persistenceNAQM"	"Quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"16"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"stepFailQM"	"Quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"17"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"stepPassQM"	"Quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"18"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"stepNAQM"	"Quality metric that summarizes when the step test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"19"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"nullFailQM"	"Quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"20"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"nullPassQM"	"Quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"21"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"nullNAQM"	"Quality metric that summarizes when the null test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"22"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"gapFailQM"	"Quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"23"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"gapPassQM"	"Quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"24"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"gapNAQM"	"Quality metric that summarizes when the gap test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"25"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"spikeFailQM"	"Quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"26"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"spikePassQM"	"Quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"27"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"spikeNAQM"	"Quality metric that summarizes when the spike test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"28"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"consistencyFailQM"	"Quality metric that summarizes the failed outcomes of the consistency test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"29"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"consistencyPassQM"	"Quality metric that summarizes the passed outcomes of the consistency test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"30"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"consistencyNAQM"	"Quality metric that summarizes when the consistency test could not be run over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"31"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"alphaQM"	"Quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"32"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"betaQM"	"Quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"33"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"finalQF"	"Quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)"	"real"	"NA"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"1"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"startDateTime"	"Date and time at which a sampling is initiated"	"dateTime"	"NA"	"yyyy-MM-dd'T'HH:mm:ss'Z'(floor)"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"2"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"endDateTime"	"Date and time at which a sampling is completed"	"dateTime"	"NA"	"yyyy-MM-dd'T'HH:mm:ss'Z'(floor)"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"3"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"outPARMean"	"Arithmetic mean of outgoing PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"4"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"outPARMinimum"	"Minimum outgoing PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"5"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"outPARMaximum"	"Maximum outgoing PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"6"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"outPARVariance"	"Variance in outgoing PAR"	"real"	"wattsPerSquareMeterSquared"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"7"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"outPARNumPts"	"Number of points used to calculate the arithmetic mean of outgoing PAR"	"real"	"number"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"N"	"NA"
"8"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"outPARExpUncert"	"Expanded uncertainty for outgoing PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"9"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"outPARStdErMean"	"Standard error of the mean for outgoing PAR"	"real"	"wattsPerSquareMeter"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"basic"	"Y"	"NA"
"10"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"rangeFailQM"	"Quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
"11"	"IR Biological Temperature"	"NEON.DOM.SITE.DP1.00005.001"	"NA"	"IRBT_30_minute"	"IR Biological Temperature averaged over 30 minute"	"rangePassQM"	"Quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent"	"real"	"percent"	"asIs"	"NA"	"NA"	"NA"	"30"	"minute"	"NA"	"NA"	"HOR"	"variable"	"VER"	"variable"	"expanded"	"N"	"NA"
